1.145526232719421387e+02,2.050860215053763511e+02
1.146397120952606201e+02,2.049145988420181936e+02
1.147303173542022705e+02,2.046801075268816987e+02
1.148012239933013916e+02,2.042653019023986474e+02
1.148688201904296875e+02,2.038285773366418425e+02
1.149328355789184570e+02,2.032878411910670309e+02
1.149986891746520996e+02,2.025310173697270386e+02
1.150640690326690674e+02,2.018839950372208421e+02
1.151348891258239746e+02,2.014617452440033105e+02
1.152307298183441162e+02,2.032590984284532567e+02
1.153039171695709229e+02,2.043136889991728822e+02
1.153732099533081055e+02,2.054516129032258220e+02
1.154764952659606934e+02,2.063680727874276215e+02
1.155609700679779053e+02,2.067028535980149115e+02
1.156332604885101318e+02,2.067694375516956313e+02
1.157001395225524902e+02,2.049253515301902553e+02
1.157647991180419922e+02,2.039301075268816987e+02
1.158445026874542236e+02,2.033438792390405467e+02
1.159500379562377930e+02,2.030124069478908098e+02
1.160303466320037842e+02,2.030194375516956313e+02
1.161055886745452881e+02,2.031027708850289457e+02
1.161667549610137939e+02,2.031617038875102992e+02
1.162371449470520020e+02,2.031811414392059589e+02
1.162983379364013672e+02,2.030262613730355952e+02
1.163666706085205078e+02,2.029071546732837135e+02
1.164344756603240967e+02,2.028786186931348254e+02
1.164979038238525391e+02,2.030306038047973516e+02
1.165643942356109619e+02,2.031792803970223247e+02
1.166487281322479248e+02,2.029789081885855921e+02
1.167382893562316895e+02,2.029642266335814611e+02
1.168613042831420898e+02,2.031205541770058005e+02
1.169485156536102295e+02,2.032783291976840303e+02
1.170401797294616699e+02,2.031681141439205760e+02
1.171421365737915039e+02,2.029780810587262465e+02
1.172373597621917725e+02,2.032061621174524362e+02
1.173021774291992188e+02,2.031354425144747893e+02
1.173647468090057373e+02,2.029838709677419502e+02
1.174261779785156250e+02,2.030736145574855129e+02
1.175323052406311035e+02,2.031836228287841095e+02
1.176105151176452637e+02,2.031960297766749193e+02
1.177092487812042236e+02,2.031943755169561427e+02
1.178004758358001709e+02,2.031248966087675853e+02
1.178781921863555908e+02,2.032098842018196763e+02
1.179684350490570068e+02,2.031017369727047424e+02
1.180274147987365723e+02,2.032576509511993379e+02
1.181009137630462646e+02,2.030008271298594025e+02
1.182006213665008545e+02,2.031858974358974308e+02
1.182675144672393799e+02,2.032932175351530475e+02
1.183692362308502197e+02,2.032200165425971647e+02
1.184333248138427734e+02,2.033496691480562504e+02
1.185119616985321045e+02,2.031991315136476430e+02
1.185975344181060791e+02,2.031765922249793448e+02
1.186737267971038818e+02,2.031778329197684059e+02
1.187861926555633545e+02,2.030610008271298739e+02
1.188760311603546143e+02,2.031983043837882406e+02
1.189643564224243164e+02,2.031129032258064626e+02
1.190314693450927734e+02,2.030918114143920548e+02
1.190946378707885742e+02,2.032559966914805898e+02
1.191630504131317139e+02,2.032235318444995755e+02
1.192296087741851807e+02,2.031532258064516157e+02
1.193111717700958252e+02,2.031155913978494709e+02
1.193971767425537109e+02,2.031466087675765095e+02
1.194700736999511719e+02,2.031592224979321770e+02
1.195640974044799805e+02,2.026875516956162357e+02
1.196371984481811523e+02,2.005988420181968479e+02
