1.197279024124145508e+02,2.006275847808105937e+02
1.198009216785430908e+02,2.024596774193548470e+02
1.198679289817810059e+02,2.015355665839536812e+02
1.199288535118103027e+02,2.014853184449958690e+02
1.200004839897155762e+02,2.012967328370554299e+02
1.200598850250244141e+02,2.013215467328370778e+02
1.201332373619079590e+02,2.015047559966914434e+02
1.201944031715393066e+02,2.016267576509511912e+02
1.202654097080230713e+02,2.014499586435070739e+02
1.203268463611602783e+02,2.014276261373035766e+02
1.203943014144897461e+02,2.016180727874276215e+02
1.204608180522918701e+02,2.014975186104218494e+02
1.205282771587371826e+02,2.016269644334160205e+02
1.205913157463073730e+02,2.016681141439205760e+02
1.206649580001831055e+02,2.017107113316791072e+02
1.207311921119689941e+02,2.018866832092638504e+02
1.207988464832305908e+02,2.018145161290322278e+02
1.208617141246795654e+02,2.016480562448304283e+02
1.209330823421478271e+02,2.018924731182795540e+02
1.210044074058532715e+02,2.016240694789081829e+02
1.210664489269256592e+02,2.016557071960297662e+02
1.211312654018402100e+02,2.015647229114971140e+02
1.211962194442749023e+02,2.016211745244003453e+02
1.213011820316314697e+02,2.016716294458229868e+02
1.213978276252746582e+02,2.016507444168734366e+02
1.214652626514434814e+02,2.017373862696443609e+02
1.215268085002899170e+02,2.017729528535980137e+02
1.215913238525390625e+02,2.017026468155500822e+02
1.216613121032714844e+02,2.018200992555831306e+02
1.217260282039642334e+02,2.016329611248966103e+02
1.217968609333038330e+02,2.017146401985111481e+02
1.218601360321044922e+02,2.016083540115797916e+02
1.219276695251464844e+02,2.016271712158809066e+02
1.219975080490112305e+02,2.015630686517783090e+02
1.220632569789886475e+02,2.017105045492142210e+02
1.221335041522979736e+02,2.017502067824648577e+02
1.221972067356109619e+02,2.018159636062862035e+02
1.222942442893981934e+02,2.017102977667493633e+02
1.223593208789825439e+02,2.018151364764268010e+02
1.224692766666412354e+02,2.017371794871794748e+02
1.225618293285369873e+02,2.017150537634408636e+02
1.226272521018981934e+02,2.017665425971877937e+02
1.226921629905700684e+02,2.016759718775847716e+02
1.227667086124420166e+02,2.017049214226633467e+02
1.228585770130157471e+02,2.018740694789081829e+02
1.229649028778076172e+02,2.020508684863523570e+02
1.230270574092864990e+02,2.018933002481389565e+02
1.230955321788787842e+02,2.017318031430934582e+02
1.231679656505584717e+02,2.017698511166252899e+02
1.232713532447814941e+02,2.017996277915632675e+02
1.233534002304077148e+02,2.017665425971877937e+02
1.234236631393432617e+02,2.018459470636889819e+02
1.234981856346130371e+02,2.017702646815550054e+02
1.236002261638641357e+02,2.017615798180314357e+02
1.237066597938537598e+02,2.017307692307691980e+02
1.237883372306823730e+02,2.016275847808105937e+02
1.238604278564453125e+02,2.018751033912324147e+02
1.239277844429016113e+02,2.020709263854425046e+02
1.239993453025817871e+02,2.019607113316790503e+02
1.240926699638366699e+02,2.020649296939619433e+02
1.241576457023620605e+02,2.020237799834573877e+02
1.242264485359191895e+02,2.020657568238213742e+02
1.242927541732788086e+02,2.020076509511993663e+02
1.243983440399169922e+02,2.021614971050454699e+02
1.244924743175506592e+02,2.021071133167907590e+02
1.245551309585571289e+02,2.020421836228287873e+02
1.246231167316436768e+02,2.019193548387096655e+02
1.246973075866699219e+02,2.019181141439206328e+02
1.247863702774047852e+02,2.020192307692307452e+02
1.248573350906372070e+02,2.021461952026468225e+02
1.249283268451690674e+02,2.020097187758478015e+02
1.250043213367462158e+02,2.021968569065343218e+02
1.250869829654693604e+02,2.023186517783292118e+02
1.251560938358306885e+02,2.022082299421009282e+02
1.252241408824920654e+02,2.020419768403639580e+02
1.252956974506378174e+02,2.022047146401985174e+02
1.253930044174194336e+02,2.021575682382134289e+02
1.254558672904968262e+02,2.020140612076096147e+02
1.255244135856628418e+02,2.020839536807278876e+02
1.255892024040222168e+02,2.021089743589743648e+02
1.256613299846649170e+02,2.020732009925558259e+02
1.257618417739868164e+02,2.021269644334160205e+02
1.258609383106231689e+02,2.021652191894127384e+02
1.259241354465484619e+02,2.022622001654259520e+02
1.259875831604003906e+02,2.021449545078577330e+02
1.260600636005401611e+02,2.020804383788254484e+02
1.261249132156372070e+02,2.022320099255583443e+02
1.261851699352264404e+02,2.022328370554176900e+02
1.262562510967254639e+02,2.022154673283705506e+02
1.263213448524475098e+02,2.023188585607940695e+02
1.263944184780120850e+02,2.025215053763440665e+02
1.264579131603240967e+02,2.022923904052936450e+02
1.265378537178039551e+02,2.022899090157154660e+02
1.266150507926940918e+02,2.025498345740280968e+02
1.266871740818023682e+02,2.024665012406948108e+02
1.267621612548828125e+02,2.024052936311001076e+02
1.268539016246795654e+02,2.024514061207609359e+02
1.269203574657440186e+02,2.024160463192721409e+02
1.269894919395446777e+02,2.024108767576509536e+02
1.270532233715057373e+02,2.023335401157981721e+02
1.271220767498016357e+02,2.025454921422663119e+02
1.271881284713745117e+02,2.025031017369726953e+02
1.272597649097442627e+02,2.023988833746898308e+02
1.273584759235382080e+02,2.025767162944582367e+02
1.274238598346710205e+02,2.025545905707195971e+02
1.274965171813964844e+02,2.027481389578163942e+02
1.275938711166381836e+02,2.025488006617038934e+02
1.276895818710327148e+02,2.025982216708023316e+02
1.277709395885467529e+02,2.026145574855252107e+02
1.278504343032836914e+02,2.024671215880893271e+02
1.279187822341918945e+02,2.024228701406120763e+02
1.279849407672882080e+02,2.024720843672456567e+02
1.280500450134277344e+02,2.026288254755996547e+02
1.281262781620025635e+02,2.026561207609594533e+02
1.281872003078460693e+02,2.026226220016542356e+02
1.282550811767578125e+02,2.026015301902398562e+02
1.283209526538848877e+02,2.027677832919768264e+02
1.283867268562316895e+02,2.024696029776675061e+02
1.284511594772338867e+02,2.026054590570719540e+02
1.285197463035583496e+02,2.026186931348221663e+02
1.285852699279785156e+02,2.025980148883374738e+02
1.286504774093627930e+02,2.026217948717948900e+02
1.287211797237396240e+02,2.026881720430107237e+02
1.287852230072021484e+02,2.025845740281224323e+02
1.288540778160095215e+02,2.029733250620347462e+02
1.289214463233947754e+02,2.036606699751860958e+02
1.289980065822601318e+02,2.041976840363937242e+02
1.290835857391357422e+02,2.045831265508685135e+02
1.291506228446960449e+02,2.045581058726220078e+02
1.292201144695281982e+02,2.038141025641025408e+02
1.293193645477294922e+02,2.034900744416873692e+02
1.293870649337768555e+02,2.030541770057899100e+02
1.294521648883819580e+02,2.029590570719603022e+02
1.295233204364776611e+02,2.030688585607940411e+02
1.295864324569702148e+02,2.030227460711331844e+02
1.296533460617065430e+02,2.031763854425144871e+02
1.297188222408294678e+02,2.031811414392059589e+02
1.297844152450561523e+02,2.032721257237386396e+02
1.298518719673156738e+02,2.030366004962779414e+02
1.299272067546844482e+02,2.029710504549213965e+02
1.299950232505798340e+02,2.028916459884202084e+02
1.300911831855773926e+02,2.008705541770058005e+02
1.301542644500732422e+02,2.010324648469809574e+02
1.302212214469909668e+02,2.010184036393713995e+02
1.302869162559509277e+02,2.012760545905707374e+02
1.303553962707519531e+02,2.011552936311000792e+02
1.304202587604522705e+02,2.001246898263027276e+02
1.304822521209716797e+02,1.989129445822994455e+02
1.305557749271392822e+02,1.994429280397022239e+02
1.306221303939819336e+02,1.990775434243176107e+02
1.306828715801239014e+02,1.990574855252274631e+02
1.307577810287475586e+02,1.989762200165425838e+02
1.308537228107452393e+02,1.989193548387096655e+02
1.309117379188537598e+02,1.988345740281224323e+02
1.309882521629333496e+02,1.989981389578163942e+02
1.310484464168548584e+02,1.992034739454094279e+02
1.311167533397674561e+02,1.998653846153846132e+02
1.311938312053680420e+02,1.996811414392059589e+02
1.312814345359802246e+02,2.000268817204301115e+02
1.313519866466522217e+02,1.999582299421009282e+02
1.314179606437683105e+02,1.998676592224979629e+02
1.314872453212738037e+02,1.997698511166253184e+02
1.315483193397521973e+02,1.990467328370554014e+02
1.316230652332305908e+02,1.980016542597187765e+02
1.317342031002044678e+02,1.983306451612903345e+02
1.318201987743377686e+02,1.997464846980975892e+02
1.319167957305908203e+02,1.997009925558312773e+02
1.319881582260131836e+02,2.000196443341604891e+02
1.320862731933593750e+02,1.999040529363110181e+02
1.321529543399810791e+02,1.997988006617038934e+02
1.322137739658355713e+02,1.997315963606286005e+02
1.322880880832672119e+02,1.996902398676592156e+02
1.323472573757171631e+02,2.029964846980975892e+02
1.324166519641876221e+02,2.017464846980975892e+02
1.324858770370483398e+02,2.018128618693134797e+02
1.325805108547210693e+02,2.019718775847807990e+02
1.326482546329498291e+02,2.020593465674110973e+02
1.327183048725128174e+02,2.020163358147229076e+02
1.327853624820709229e+02,2.021978908188585820e+02
1.328793487548828125e+02,2.020585194375516949e+02
1.329553883075714111e+02,2.019747725392886650e+02
1.330523576736450195e+02,2.019656741108353799e+02
1.331221842765808105e+02,2.019007444168734366e+02
1.331829090118408203e+02,2.017609594706368625e+02
1.332434611320495605e+02,2.012646815550041595e+02
